1	0.16474162538846335
2	0.18093103418747583
3	0.07113297035296758
4	0.15061663339535394
5	0.09562794243295987
6	0.07149563108881314
7	0.0636089729766051
8	0.04896792148550352
9	0.1155201755464077
10	0.05315930893023809
11	0.04532299066583315
12	0.055003068099419274
13	0.06608580922087033
14	0.057114300628503166
15	0.05235812564690908
16	0.09480689217646916
17	0.05426458021004995
18	0.046825033922990165
19	0.07123608142137527
20	0.05611072853207588
21	0.050528932362794876
22	0.057278893887996674
23	0.0427558459341526
24	0.03838514039913813
25	0.039274945855140686
26	0.04089253147443136
27	0.04682427768905958
28	0.039268252750237785
29	0.05192425847053528
30	0.05353726322452227
31	0.043281191339095436
32	0.034173160791397095
33	0.045758734146753945
34	0.04370616748929024
35	0.047233173002799354
36	0.04684006919463476
37	0.042063843458890915
38	0.04399082685510317
39	0.05693801864981651
40	0.03287331139047941
41	0.04991949846347173
42	0.03328761210044225
43	0.034582821652293205
44	0.03873048350214958
45	0.05656848723689715
46	0.0709285984436671
47	0.036397092044353485
48	0.043026152998209
49	0.04977017268538475
50	0.035108001281817756
